"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","Cluster","SINGLESCORE","CONTENT_MASTERYE","PROGRESSE","CLOSING_GAPE","READINESSE","CCRPISCOREE","CONTENT_MASTERYM","PROGRESSM","CLOSING_GAPM","READINESSM","CCRPISCOREM","CONTENT_MASTERYH","PROGRESSH","CLOSING_GAPH","READINESSH","GRADUATION_RATEH","CCRPISCOREH"
"2020","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","","","","","","","38.6","TFS","","58.8","","","","","","",""
"2023","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","56.2","","","","","","37.8","74.1","30.8","72.1","56.2","","","","","",""
"2024","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","57.3","","","","","","36.9","71.7","41.7","73.9","57.3","","","","","",""
"2025","SCHOOL","6050100","Oconee RESA","605","Baldwin County","Oak Hill MS","0100","M","74.5","","","","","","45.4","87.4","100","76.5","74.5","","","","","",""
"2018","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","59.8","","","","","","","","","","","42.8","77.8","0","66.2","91.5","59.8"
"2019","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","81.7","","","","","","","","","","","58","99.9","100","70.7","91.5","81.7"
"2020","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","","","","","","","","","","","","","","","","85",""
"2021","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","","","","","","","","","","","","44.7","TFS","","67.9","87.7",""
"2023","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","76.2","","","","","","","","","","","50","99.6","78.6","66.6","89.2","76.2"
"2024","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","76.6","","","","","","","","","","","53.9","99","68.8","73","85.6","76.6"
"2025","SCHOOL","6050189","Oconee RESA","605","Baldwin County","Baldwin High School","0189","H","74.8","","","","","","","","","","","58.1","92.1","56.8","77.3","82.8","74.8"
"2018","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","66.5","49.7","76.7","62.5","76.9","66.5","","","","","","","","","","",""
"2019","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","71.6","50.8","81.6","82.1","77.4","71.6","","","","","","","","","","",""
"2020","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","","42.2","100.00+","","60.5","","","","","","","","","","","",""
"2023","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","66.2","43.3","81.5","61.9","76.8","66.2","","","","","","","","","","",""
"2024","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","76.4","51.6","90.5","84.6","82.3","76.4","","","","","","","","","","",""
"2025","SCHOOL","6050300","Oconee RESA","605","Baldwin County","Lakeview Academy","0300","E","76.5","55.2","88.2","81","84.8","76.5","","","","","","","","","","",""
"2018","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary School","0301","E","50.2","46.3","","27.8","73","50.2","","","","","","","","","","",""
"2019","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary School","0301","E","60.5","43.5","TFS","80","71.4","60.5","","","","","","","","","","",""
"2020","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","","29","","","55","","","","","","","","","","","",""
"2023","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","61.4","36","NA","100","70.4","61.4","","","","","","","","","","",""
"2024","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","69.7","47.6","NA","100","80","69.7","","","","","","","","","","",""
"2025","SCHOOL","6050301","Oconee RESA","605","Baldwin County","Midway Hills Primary","0301","E","69.5","51.3","NA","85","85.2","69.5","","","","","","","","","","",""
"2018","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary School","0302","E","48.6","46.3","","27.8","67.7","48.6","","","","","","","","","","",""
"2019","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary School","0302","E","70.7","56.6","TFS","95","73.5","70.7","","","","","","","","","","",""
"2020","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","","46.7","TFS","","63.6","","","","","","","","","","","",""
"2023","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","74.3","56.2","77.5","100","76.4","74.3","","","","","","","","","","",""
"2024","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","66.5","54.8","TFS","70","81.6","66.5","","","","","","","","","","",""
"2025","SCHOOL","6050302","Oconee RESA","605","Baldwin County","Lakeview Primary","0302","E","66.6","54","74","65","83.9","66.6","","","","","","","","","","",""
"2018","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","51.6","36.5","69.7","13.6","71.1","51.6","","","","","","","","","","",""
"2019","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","56.5","36.2","70","47.7","69.8","56.5","","","","","","","","","","",""
"2020","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","","30.3","","","54.8","","","","","","","","","","","",""
"2023","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","60.8","30.4","82.2","55.9","72.4","60.8","","","","","","","","","","",""
"2024","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","74.8","42.9","89.2","100","78.3","74.8","","","","","","","","","","",""
"2025","SCHOOL","6050303","Oconee RESA","605","Baldwin County","Midway Hills Academy","0303","E","70.4","45.4","80.2","82.4","81.9","70.4","","","","","","","","","","",""
"2018","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","74.8","72.6","89.8","77.1","80.5","80.9","67.5","69.5","25","80.6","64.4","65.5","76.6","67.5","68.3","92.4","73.5"
"2019","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","74.8","71.4","82.3","63.5","80.8","75.9","71.4","74.5","75","82.2","75.2","68.7","71.5","72.5","70.3","88","73.1"
"2020","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","","","","","","","","","","","","","","","","",""
"2021","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","","","","","","","","","","","","","","","","",""
"2022","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","","66.2","85","","38.9","","65.4","33.3","","76.5","","60","32.6","","65.7","85.9",""
"2023","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","58.9","58.7","72","8.3","77.9","59.7","60.8","69.2","9.6","79.6","59.7","58.1","43.1","37.5","66","88.2","57.2"
"2024","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","62.2","54.8","66.4","7.7","75.6","55.9","69.1","86.1","76.3","78","77.8","56.3","51.7","36.7","67.2","92","60.0"
"2025","DISTRICT","606","Pioneer RESA","606","Banks County","Banks County","606","EMH","71.0","53.8","77.9","80","78.1","74.6","67.8","84.4","52.3","79","74.6","76.7","79.4","92.1","75.1","93.1","74.6"
"2018","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","64.4","","","","","","67.5","69.5","25","80.6","64.4","","","","","",""
"2019","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","75.2","","","","","","71.4","74.5","75","82.2","75.2","","","","","",""
"2020","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","","","","","","","65.4","33.3","","76.5","","","","","","",""
"2023","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","59.7","","","","","","60.8","69.2","9.6","79.6","59.7","","","","","",""
"2024","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","77.8","","","","","","69.1","86.1","76.3","78","77.8","","","","","",""
"2025","SCHOOL","6060105","Pioneer RESA","606","Banks County","Banks County Middle School","0105","M","73.5","","","","","","67.8","84.4","52.3","79","73.5","","","","","",""
"2018","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","80.9","72.6","89.8","77.1","80.6","80.9","","","","","","","","","","",""
"2019","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","75.8","71.4","81.5","63.5","81.4","75.8","","","","","","","","","","",""
"2020","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","","66.2","84.4","","55.5","","","","","","","","","","","",""
"2023","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","60.4","58.7","73.2","8.3","79.5","60.4","","","","","","","","","","",""
"2024","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","56.1","54.8","65.7","7.7","77.4","56.1","","","","","","","","","","",""
"2025","SCHOOL","6060107","Pioneer RESA","606","Banks County","Banks County Elementary School","0107","E","71.1","53.8","77.3","80","79.7","71.1","","","","","","","","","","",""
"2018","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","73.5","","","","","","","","","","","65.5","76.6","67.5","68.3","92.4","73.5"
"2019","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","73.1","","","","","","","","","","","68.7","71.5","72.5","70.3","88","73.1"
"2020","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","","","","","","","","","","","","","","","","88.3",""
"2021","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","","","","","","","","","","","","60","32.6","","65.7","85.9",""
"2023","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","57.2","","","","","","","","","","","58.1","43.1","37.5","66","88.2","57.2"
"2024","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","60.0","","","","","","","","","","","56.3","51.7","36.7","67.2","92","60.0"
"2025","SCHOOL","6060199","Pioneer RESA","606","Banks County","Banks County High School","0199","H","81.3","","","","","","","","","","","76.7","79.4","92.1","75.1","93.1","81.3"
"2018","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","77.1","70.9","100","81.3","79.3","77.1","","","","","","","","","","",""
"2019","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","74.3","73.8","TFS","68.8","79.3","74.3","","","","","","","","","","",""
"2020","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","","","","","","","","","","","","","","","","",""
"2021","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","","","","","","","","","","","","","","","","",""
"2022","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","","64.5","85.7","","22.5","","","","","","","","","","","",""
"2023","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","55.2","57.7","68.4","25","75.5","55.2","","","","","","","","","","",""
"2024","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","55.9","54.1","100","30","74.6","55.9","","","","","","","","","","",""
"2025","SCHOOL","6060205","Pioneer RESA","606","Banks County","Banks County Primary School","0205","E","58.7","50.5","94","45","76.9","58.7","","","","","","","","","","",""
"2018","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","EMH","76.7","68","79.8","15.3","81.3","66.9","64","70.4","41.7","82.7","66.6","61.4","78.6","72.2","77.9","85.9","73.8"
"2019","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","EMH","76.7","70","88.4","62.5","81.9","77.7","68.1","75.7","83.3","82.6","75.9","64.8","83.3","65.3","77.7","88.2","75.8"
"2020","DISTRICT","607","Northeast Georgia RESA","607","Barrow County","Barrow County","607","EMH","","","","","","","","","","","","","","","","",""
