"YEAR","Level","SYS_SCH","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLNAME","SCHOOLID","SCHOOL_CODE_CHANGE_IND","Cluster","WEBSITE","PHONE_NUMBER","STREET","CITY","STATE","ZIP_CODE","TOTAL_ENROLL","GRADES","SSAS","SINGLESCORE","THIRD_GRADE_READING","FIFTH_GRADE_READING","EIGHTH_GRADE_READING","COLLEGE_READINESS","ACCELERATED_COURSE_TAKING","FOUR_YEAR_GRADUATION_RATE","COLLEGEENROLLMENT"
"2018","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","(912)877-3112","465 Coates Rd","Hinesville","GA","31313","819","06, 07, 08","","68.6","","","61.7","","","",""
"2019","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","(912) 877-3112","465 Coates Rd","Hinesville","GA","31313","845","06, 07, 08","","67.4","","","61.2","","","",""
"2020","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","(912) 877-3112","465 Coates Rd","Hinesville","GA","31313","850","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","(912) 877-3112","465 Coates Rd","Hinesville","GA","31313","982","06, 07, 08","","","","","42.1","","","",""
"2022","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","912.877.3112","465 Coates Rd","Hinesville","GA","31313-1030","978","06, 07, 08","","","","","57.5","","","",""
"2023","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","912.877.3112","465 Coates Rd","Hinesville","GA","31313-1030","999","06, 07, 08","","66.3","","","53.7","","","",""
"2024","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","912.877.3112","465 Coates Rd","Hinesville","GA","31313-1030","1006","06, 07, 08","","59.3","","","58.9","","","",""
"2025","SCHOOL","6890195","First District RESA","689","Liberty County","Snelson-Golden Middle School","0195","N","M","http://www.liberty.k12.ga.us/","912.877.3112","465 Coates Rd","Hinesville","GA","31313-1030","1003","06, 07, 08","","65.3","","","44.4","","","","34.32"
"2018","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","(912)368-3595","920 Long Frasier Street","Hinesville","GA","31313","769","KK, 01, 02, 03, 04, 05","","74.0","44.9","55.3","","","","",""
"2019","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","??(912) 368-3595","920 Long Frasier Dr","Hinesville","GA","31313","763","KK, 01, 02, 03, 04, 05","","64.2","40.5","52.5","","","","",""
"2020","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","(912) 368-3595","920 Long Frasier Dr","Hinesville","GA","31313","770","KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","(912) 368-3595","920 Long Frasier Dr","Hinesville","GA","31313","802","KK, 01, 02, 03, 04, 05","","","20.2","39.8","","","","",""
"2022","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","912.368.3595","920 Long Frasier Dr","Hinesville","GA","31313-5438","887","KK, 01, 02, 03, 04, 05","","","30.4","53.1","","","","",""
"2023","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","912.368.3595","920 Long Frasier Dr","Hinesville","GA","31313-5438","850","KK, 01, 02, 03, 04, 05","","66.6","47","50","","","","",""
"2024","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","912.368.3595","920 Long Frasier Dr","Hinesville","GA","31313-5438","813","KK, 01, 02, 03, 04, 05","","61.8","41.2","44.2","","","","",""
"2025","SCHOOL","6890196","First District RESA","689","Liberty County","Frank Long Elementary School","0196","N","E","http://www.liberty.k12.ga.us/","912.368.3595","920 Long Frasier Dr","Hinesville","GA","31313-5438","786","KK, 01, 02, 03, 04, 05","","66.1","36.4","57.3","","","","",""
"2018","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","(912)877-5367","910 Long Frasier Street","Hinesville","GA","31313","863","06, 07, 08","","72.5","","","74.8","","","",""
"2019","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","??(912) 877-5367","910 Long Frasier Dr","Hinesville","GA","31313","900","06, 07, 08","","75.5","","","68.6","","","",""
"2020","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","(912) 877-5367","910 Long Frasier Dr","Hinesville","GA","31313","910","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","(912) 877-5367","910 Long Frasier Dr","Hinesville","GA","31313","931","06, 07, 08","","","","","54.4","","","",""
"2022","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","912.877.5367","910 Long Frasier Dr","Hinesville","GA","31313-5438","928","06, 07, 08","","","","","54.7","","","",""
"2023","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","912.877.5367","910 Long Frasier Dr","Hinesville","GA","31313-5438","901","06, 07, 08","","72.7","","","54.4","","","",""
"2024","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","912.877.5367","910 Long Frasier Dr","Hinesville","GA","31313-5438","903","06, 07, 08","","60.8","","","48.6","","","",""
"2025","SCHOOL","6890197","First District RESA","689","Liberty County","Lewis Frasier Middle School","0197","N","M","http://www.liberty.k12.ga.us/","912.877.5367","910 Long Frasier Dr","Hinesville","GA","31313-5438","921","06, 07, 08","","74.3","","","48.9","","","","36.45"
"2018","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","(706)359-3742","423 Metasville Road","Lincolnton","GA","30817","1136","DISTRICT","","72.5","52.6","57.9","69.2","57.1","70.9","84.8",""
"2019","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","(706)359-3742","423 Metasville Road","Lincolnton","GA","30817","1115","DISTRICT","","72.5","52.6","57.9","69.2","57.1","70.9","84.8","42.55"
"2020","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","(706)359-3742","423 Metasville Road","Lincolnton","GA","30817","1092","DISTRICT","","","","","","","","94.4","44.83"
"2021","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","(706)359-3742","423 Metasville Road","Lincolnton","GA","30817","1102","DISTRICT","","","51.3","48.7","62.8","44.4","57.4","89.2","66.15"
"2022","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","706-3593742","423 Metasville Road","Lincolnton","GA","30817","1157","DISTRICT","","","52.1","51.3","54.2","","42.3","92.4","42.47"
"2023","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","706.359.3121","423 Metasville Road","Lincolnton","GA","30817","1208","DISTRICT","","67.5","50","63","72.6","56.4","84.5","93.8","70.66"
"2024","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","706.359-3742","423 Metasville Road","Lincolnton","GA","30817","1224","DISTRICT","","77.8","43.4","63.1","71.1","70","91.4","92.6","60.22"
"2025","DISTRICT","690","Central Savannah River RESA","690","Lincoln County","Lincoln County","690","N","EMH","http://www.lincolncountyschools.org/","N/A","423 Metasville Road","Lincolnton","GA","30817","1251","DISTRICT","","80.8","43.2","58.7","57.4","63.3","94.4","90.3",""
"2018","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","(706)359-3069","200-B Charles Ward Elam Street","Lincolnton","GA","30817","249","06, 07, 08","","65.4","","","57.5","","","",""
"2019","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","(706) 359-3069","200B Charles Ward Elam St","Lincolnton","GA","30817","270","06, 07, 08","","78.5","","","69.2","","","",""
"2020","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","(706) 359-3069","200B Charles Ward Elam St","Lincolnton","GA","30817","275","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","(706) 359-3069","200B Charles Ward Elam St","Lincolnton","GA","30817","281","06, 07, 08","","","","","62.8","","","",""
"2022","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","706.359.3069","343 Ward Ave","Lincolnton","GA","30817-5868","275","06, 07, 08","","","","","54.2","","","",""
"2023","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","706.359.3069","343 Ward Ave","Lincolnton","GA","30817-5868","273","06, 07, 08","","83.3","","","72.6","","","",""
"2024","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","706.359.3069","200 Charles Ward Elam Dr # B","Lincolnton","GA","30817-4264","287","06, 07, 08","","76.7","","","71.1","","","",""
"2025","SCHOOL","6900101","Central Savannah River RESA","690","Lincoln County","Lincoln County Middle School","0101","N","M","http://www.lincolncountyschools.org/","706.359.3069","200 Charles Ward Elam Dr # B","Lincolnton","GA","30817-5868","298","06, 07, 08","","86.3","","","57.4","","","","46.59"
"2018","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","(706)359-3121","200 Charles Ward Elam Street","Lincolnton","GA","30817","389","09, 10, 11, 12","","75.2","","","","48.9","39","84.6",""
"2019","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","(706) 359-3121","200 Charles Ward Elam St","Lincolnton","GA","30817","351","09, 10, 11, 12","","68.0","","","","57.1","70.9","84.8","51.07"
"2020","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","(706) 359-3121","200 Charles Ward Elam St","Lincolnton","GA","30817","327","09, 10, 11, 12","","","","","","","","94.4","51.73"
"2021","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","(706) 359-3121","200 Charles Ward Elam St","Lincolnton","GA","30817","325","09, 10, 11, 12","","","","","","44.4","57.4","89.2","72.3"
"2022","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","706.359.3121","200 Charles Ward Elam Street","Lincolnton","GA","30817","360","09, 10, 11, 12","","","","","","","42.3","92.4","42.47"
"2023","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","706.359.3121","200 Charles Ward Elam Street","Lincolnton","GA","30817","380","09, 10, 11, 12","","57.0","","","","56.4","84.5","93.8","70.66"
"2024","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","706.359.3121","200 Charles Ward Elam Dr","Lincolnton","GA","30817-4264","389","09, 10, 11, 12","","76.0","","","","70","91.4","92.6","60.22"
"2025","SCHOOL","6900110","Central Savannah River RESA","690","Lincoln County","Lincoln County High School","0110","N","H","http://www.lincolncountyschools.org/","706.359.3121","200 Charles Ward Elam Dr","Lincolnton","GA","30817","391","09, 10, 11, 12","","70.6","","","","63.3","94.4","90.3",""
"2018","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","(706)359-3449","175 Rowland York Dr","Lincolnton","GA","30817","498","PK, KK, 01, 02, 03, 04, 05","","82.4","47.6","63.9","","","","",""
"2019","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","(706) 359-3449","175 Rowland-York Dr","Lincolnton","GA","30817","494","PK, KK, 01, 02, 03, 04, 05","","72.4","52.6","57.9","","","","",""
"2020","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","(706) 359-3449","175 Rowland-York Dr","Lincolnton","GA","30817","490","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","(706) 359-3449","175 Rowland-York Dr","Lincolnton","GA","30817","496","PK, KK, 01, 02, 03, 04, 05","","","51.3","48.7","","","","",""
"2022","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","706.359.3449","175 Rowland York Dr","Lincolnton","GA","30817-3579","522","PK, KK, 01, 02, 03, 04, 05","","","52.1","51.3","","","","",""
"2023","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","706.359.3449","175 Rowland York Dr","Lincolnton","GA","30817-3579","555","PK, KK, 01, 02, 03, 04, 05","","67.0","50","63","","","","",""
"2024","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","706.359.3449","175 Rowland York Dr","Lincolnton","GA","30817-3579","548","PK, KK, 01, 02, 03, 04, 05","","79.7","43.4","63.1","","","","",""
"2025","SCHOOL","6900176","Central Savannah River RESA","690","Lincoln County","Lincoln County Elementary School","0176","N","E","http://www.lincolncountyschools.org/","706.359.3449","175 Rowland York Dr","Lincolnton","GA","30817-3579","562","PK, KK, 01, 02, 03, 04, 05","","80.8","43.2","58.7","","","","",""
"2018","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","(912)545-2367","468 McDonald Street / P.O. Box 428","Ludowici","GA","31316","3991","DISTRICT","","75.4","46.2","57","70","71.7","38","87.1",""
"2019","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","(912)545-2367","468 McDonald Street / P.O. Box 428","Ludowici","GA","31316","4008","DISTRICT","","75.4","46.2","57","70","71.7","38","87.1","42.41"
"2020","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","(912)545-2367","468 McDonald Street / P.O. Box 428","Ludowici","GA","31316","4101","DISTRICT","","","","","","","","88.4","49.08"
"2021","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","(912)545-2367","468 McDonald Street / P.O. Box 428","Ludowici","GA","31316","4120","DISTRICT","","","37.8","38.9","42.5","68.3","32.4","95.3","43.48"
"2022","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","912-5452367","P.O. Box 428","Ludowici","GA","31316","4422","DISTRICT","","","27.6","48.2","49.4","","29.3","96.1","47.13"
"2023","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","912.545.2147","P.O. Box 428","Ludowici","GA","31316-4249","4543","DISTRICT","","66.2","38.8","43","44.2","65.3","57.6","90.8","51.74"
"2024","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","912.545-2367","P.O. Box 428","Ludowici","GA","31316","4784","DISTRICT","","68.7","30.4","40.1","45.8","80.1","57.6","93.4","49.45"
"2025","DISTRICT","691","First District RESA","691","Long County","Long County","691","N","EMH","http://www.longcountyps.com/","N/A","P.O. Box 428","Ludowici","GA","31316","4920","DISTRICT","","73.9","40.3","52.1","49.4","72.8","55.2","95.5",""
"2018","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","N","E","http://www.longcountyps.com/","(912)545-2147","1530 Ga Highway 57","Ludowici","GA","31316","1352","KK, 01, 02, 03","","71.0","41.7","","","","","",""
"2019","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","(912) 545-2147","1530 GA-57","Ludowici","GA","31316","947","PK, KK, 01, 02","","81.2","","","","","","",""
"2020","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","(912) 545-2147","1530 GA-57","Ludowici","GA","31316","950","PK, KK, 01, 02","","","","","","","","",""
"2021","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","(912) 545-2147","1530 GA-57","Ludowici","GA","31316","959","PK, KK, 01, 02","","","","","","","","",""
"2022","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","912.545.2147","1530 Ga Highway 57","Ludowici","GA","31316-4249","1092","PK, KK, 01, 02","","","","","","","","",""
"2023","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","912.545.2147","1530 Ga Highway 57","Ludowici","GA","31316-4249","1167","PK, KK, 01, 02","","71.8","38.8","43","","","","",""
"2024","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","912.545.2147","1530 Ga Highway 57","Ludowici","GA","31316-4249","1181","PK, KK, 01, 02","","46.4","","","","","","",""
"2025","SCHOOL","6910100","First District RESA","691","Long County","Smiley Elementary School","0100","Y","E","http://www.longcountyps.com/","912.545.2147","1530 Ga Highway 57","Ludowici","GA","31316-4249","825","02, 03","","78.8","40.3","","","","","",""
"2018","SCHOOL","6910114","First District RESA","691","Long County","Long County Middle School","0114","N","M","http://www.longcountyps.com/","(912)545-1234","550 S McDonald St","Ludowici","GA","31316","902","06, 07, 08","","80.4","","","58.5","","","",""
"2018","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","(912)545-2135","1844 Georgia Highway 57","Ludowici","GA","31316","1054","09, 10, 11, 12","","73.3","","","","61.9","23.2","92.4",""
"2019","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","??(912) 545-2135","??1844 GA-57","Ludowici","GA","31316","1041","09, 10, 11, 12","","78.0","","","","71.7","38","87.1","43.46"
"2020","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","(912) 545-2135","1844 GA-57","Ludowici","GA","31316","1126","09, 10, 11, 12","","","","","","","","88.4","50"
"2021","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","(912) 545-2135","1844 GA-57","Ludowici","GA","31316","1154","09, 10, 11, 12","","","","","","68.3","32.4","95.3","44.78"
"2022","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","912.545.2135","550 S McDonald St","Ludowici","GA","31316-6030","1256","09, 10, 11, 12","","","","","","","29.3","96.1","47.13"
"2023","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","912.545.2135","550 S McDonald St","Ludowici","GA","31316-6030","1297","09, 10, 11, 12","","79.1","","","","65.3","57.6","90.8","51.74"
"2024","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","912.545.2135","1844 Ga Highway 57","Ludowici","GA","31316-4257","1380","09, 10, 11, 12","","80.6","","","","80.1","57.6","93.4","49.45"
"2025","SCHOOL","6910205","First District RESA","691","Long County","Long County High School","0205","N","H","http://www.longcountyps.com/","912.545.2135","1844 Ga Highway 57","Ludowici","GA","31316-6030","1451","09, 10, 11, 12","","81.0","","","","72.8","55.2","95.5",""
"2018","SCHOOL","6910214","First District RESA","691","Long County","Walker Elementary School","0214","N","E","http://www.longcountyps.com/","(912)545-2069","116 Main St. Ext. S.W.","Ludowici","GA","31316","683","PK, 04, 05","","67.0","","48.8","","","","",""
"2019","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","(912) 545-2069","2001 US-84 E","Ludowici","GA","31316","981","06, 07, 08","","83.8","","","70","","","",""
"2020","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","(912) 545-2069","2001 US-84 E","Ludowici","GA","31316","1043","06, 07, 08","","","","","","","","",""
"2021","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","(912) 545-2069","2001 US-84 E","Ludowici","GA","31316","1058","06, 07, 08","","","","","42.5","","","",""
"2022","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","912.545.2069","2001 US Highway 84 E","Ludowici","GA","31316-7307","1077","06, 07, 08","","","","","49.4","","","",""
"2023","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","912.545.2069","2001 US Highway 84 E","Ludowici","GA","31316-7307","1042","06, 07, 08","","60.4","","","44.2","","","",""
"2024","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","912.545.2069","2001 US Highway 84 E","Ludowici","GA","31316-7307","1110","06, 07, 08","","66.3","","","45.8","","","",""
"2025","SCHOOL","6910288","First District RESA","691","Long County","Long County Middle School","0288","Y","M","http://www.longcountyps.com/","912.545.2069","2001 US Highway 84 E","Ludowici","GA","31316-7307","1103","06, 07, 08","","73.9","","","49.4","","","","47.00"
"2019","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","(912) 545-7910","2015 US-84","Ludowici","GA","31316","1039","03, 04, 05","","70.1","46.2","57","","","","",""
"2020","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","(912) 545-7910","2015 US-84","Ludowici","GA","31316","982","03, 04, 05","","","","","","","","",""
"2021","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","(912) 545-7910","2015 US-84","Ludowici","GA","31316","949","03, 04, 05","","","37.8","38.9","","","","",""
"2022","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","912.545.7910","2015 US Highway 84 E","Ludowici","GA","31316-7307","997","03, 04, 05","","","27.6","48.2","","","","",""
"2023","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","912.545.7910","2015 US Highway 84 E","Ludowici","GA","31316-7307","1037","03, 04, 05","","61.4","38.8","43","","","","",""
"2024","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","912.545.7910","2015 US Highway 84 E","Ludowici","GA","31316-7307","1113","03, 04, 05","","63.0","30.4","40.1","","","","",""
"2025","SCHOOL","6910289","First District RESA","691","Long County","McClelland Elementary School","0289","Y","E","http://www.longcountyps.com/","912.545.7910","2015 US Highway 84 E","Ludowici","GA","31316-7307","773","04, 05","","71.1","","52.1","","","","",""
"2025","SCHOOL","6910290","First District RESA","691","Long County","Long County Primary School","0290","N","E","http://www.longcountyps.com/","N/A","50 Martin Luther King Jr. Street","Ludowici","GA","31316","768","PK, KK, 01","","N/A","","","","","","",""
"2018","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","(229)245-2250","1592 Norman Drive","Valdosta","GA","31601","11159","DISTRICT","","82.1","55.5","65.7","78.5","65","94.4","91.7",""
"2019","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","(229)245-2250","1592 Norman Drive","Valdosta","GA","31601","11217","DISTRICT","","82.1","55.5","65.7","78.5","65","94.4","91.7","50.72"
"2020","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","(229)245-2250","1592 Norman Drive","Valdosta","GA","31601","11282","DISTRICT","","","","","","","","94.1","53.26"
"2021","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","(229)245-2250","1592 Norman Drive","Valdosta","GA","31601","11087","DISTRICT","","","54.5","62.9","70.6","68.3","53.2","92.4","55.97"
"2022","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","229-2452250","1592 Norman Drive","Valdosta","GA","31601","11179","DISTRICT","","","52.5","63.9","63.9","","56.4","95.4","64.32"
"2023","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","229.559.7062","1592 Norman Drive","Valdosta","GA","31601-2384","11237","DISTRICT","","85.8","57.9","65.1","69.2","74.9","97","91.2","66.88"
"2024","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","229.245-2250","1592 Norman Drive","Valdosta","GA","31601","11025","DISTRICT","","88.0","49.6","70.1","70.6","74.2","100","93","64.29"
"2025","DISTRICT","692","Coastal Plains RESA","692","Lowndes County","Lowndes County","692","N","EMH","http://www.lowndes.k12.ga.us/","N/A","1592 Norman Drive","Valdosta","GA","31603","11006","DISTRICT","","81.9","50.1","66.9","67.4","78","100","93.9",""
"2018","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary School","0100","N","E","http://www.lowndes.k12.ga.us/","(229)219-1370","3539 Mount Zion Church Rd","Valdosta","GA","31605","792","PK, KK, 01, 02, 03, 04, 05","","84.5","59.8","60.4","","","","",""
"2019","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary School","0100","N","E","http://www.lowndes.k12.ga.us/","(229) 219-1370","3539 Mt Zion Church Rd","Valdosta","GA","31605","840","PK, KK, 01, 02, 03, 04, 05","","72.1","58.3","68.1","","","","",""
"2020","SCHOOL","6920100","Coastal Plains RESA","692","Lowndes County","Dewar Elementary","0100","N","E","http://www.lowndes.k12.ga.us/","(229) 219-1370","3539 Mt Zion Church Rd","Valdosta","GA","31605","870","PK, KK, 01, 02, 03, 04, 05","","","","","","","","",""
